timestamp,value
2014-10-05 23:00:00,11870
2014-10-05 23:30:00,10041
2014-10-06 00:00:00,7997
2014-10-06 00:30:00,5689
2014-10-06 01:00:00,4351
2014-10-06 01:30:00,3348
2014-10-06 02:00:00,2809
2014-10-06 02:30:00,2193
2014-10-06 03:00:00,1752
2014-10-06 03:30:00,1731
2014-10-06 04:00:00,1994
2014-10-06 04:30:00,2178
2014-10-06 05:00:00,2787
2014-10-06 05:30:00,4578
2014-10-06 06:00:00,6816
2014-10-06 06:30:00,11243
2014-10-06 07:00:00,14265
2014-10-06 07:30:00,17395
2014-10-06 08:00:00,18327
2014-10-06 08:30:00,17729
2014-10-06 09:00:00,17870
2014-10-06 09:30:00,16982
2014-10-06 10:00:00,15335
2014-10-06 10:30:00,15998
2014-10-06 11:00:00,15414
2014-10-06 11:30:00,16233
2014-10-06 12:00:00,16499
2014-10-06 12:30:00,16380
2014-10-06 13:00:00,15414
2014-10-06 13:30:00,16720
2014-10-06 14:00:00,17137
2014-10-06 14:30:00,18046
2014-10-06 15:00:00,18110
2014-10-06 15:30:00,17087
2014-10-06 16:00:00,15794
2014-10-06 16:30:00,15965
2014-10-06 17:00:00,18732
2014-10-06 17:30:00,21107
2014-10-06 18:00:00,23450
2014-10-06 18:30:00,24200
2014-10-06 19:00:00,24518
2014-10-06 19:30:00,23704
2014-10-06 20:00:00,22112
2014-10-06 20:30:00,20986
2014-10-06 21:00:00,21032
2014-10-06 21:30:00,19963
2014-10-06 22:00:00,18986
2014-10-06 22:30:00,17125
2014-10-06 23:00:00,15528
2014-10-06 23:30:00,11610
2014-10-07 00:00:00,9469
2014-10-07 00:30:00,6605
2014-10-07 01:00:00,5283
2014-10-07 01:30:00,4152
2014-10-07 02:00:00,3319
2014-10-07 02:30:00,2432
2014-10-07 03:00:00,1968
2014-10-07 03:30:00,1769
2014-10-07 04:00:00,2018
2014-10-07 04:30:00,1933
2014-10-07 05:00:00,2240
2014-10-07 05:30:00,4305
2014-10-07 06:00:00,6719
2014-10-07 06:30:00,11392
2014-10-07 07:00:00,14960
2014-10-07 07:30:00,18975
2014-10-07 08:00:00,19602
2014-10-07 08:30:00,19572
2014-10-07 09:00:00,18772
2014-10-07 09:30:00,17757
2014-10-07 10:00:00,16706
2014-10-07 10:30:00,16601
2014-10-07 11:00:00,15673
2014-10-07 11:30:00,16929
2014-10-07 12:00:00,17435
2014-10-07 12:30:00,16953
2014-10-07 13:00:00,16417
2014-10-07 13:30:00,17022
2014-10-07 14:00:00,17540
2014-10-07 14:30:00,18417
2014-10-07 15:00:00,18698
2014-10-07 15:30:00,16193
2014-10-07 16:00:00,14544
2014-10-07 16:30:00,13864
2014-10-07 17:00:00,17041
2014-10-07 17:30:00,20434
2014-10-07 18:00:00,23029
2014-10-07 18:30:00,23711
2014-10-07 19:00:00,24817
2014-10-07 19:30:00,24933
2014-10-07 20:00:00,24002
2014-10-07 20:30:00,23651
2014-10-07 21:00:00,23764
2014-10-07 21:30:00,23224
2014-10-07 22:00:00,22020
2014-10-07 22:30:00,22214
2014-10-07 23:00:00,21446
2014-10-07 23:30:00,15974
2014-10-08 00:00:00,12484
2014-10-08 00:30:00,9130
2014-10-08 01:00:00,6693
2014-10-08 01:30:00,5333
2014-10-08 02:00:00,3820
2014-10-08 02:30:00,3065
2014-10-08 03:00:00,2511
2014-10-08 03:30:00,2299
2014-10-08 04:00:00,2318
2014-10-08 04:30:00,2125
2014-10-08 05:00:00,2484
2014-10-08 05:30:00,4358
2014-10-08 06:00:00,6790
2014-10-08 06:30:00,11660
2014-10-08 07:00:00,15780
2014-10-08 07:30:00,19516
2014-10-08 08:00:00,20307
2014-10-08 08:30:00,19954
2014-10-08 09:00:00,18254
2014-10-08 09:30:00,18010
2014-10-08 10:00:00,17206
2014-10-08 10:30:00,17213
2014-10-08 11:00:00,16691
2014-10-08 11:30:00,18259
2014-10-08 12:00:00,18151
2014-10-08 12:30:00,17555
2014-10-08 13:00:00,16944
2014-10-08 13:30:00,17728
2014-10-08 14:00:00,18074
2014-10-08 14:30:00,18993
2014-10-08 15:00:00,18695
2014-10-08 15:30:00,17191
2014-10-08 16:00:00,15023
2014-10-08 16:30:00,14164
2014-10-08 17:00:00,17004
2014-10-08 17:30:00,20361
2014-10-08 18:00:00,23633
2014-10-08 18:30:00,24661
2014-10-08 19:00:00,25754
2014-10-08 19:30:00,25671
2014-10-08 20:00:00,25156
2014-10-08 20:30:00,24961
2014-10-08 21:00:00,24938
2014-10-08 21:30:00,24851
2014-10-08 22:00:00,24683
2014-10-08 22:30:00,23411
2014-10-08 23:00:00,20599
2014-10-08 23:30:00,17147
2014-10-09 00:00:00,13602
2014-10-09 00:30:00,10452
2014-10-09 01:00:00,7836
2014-10-09 01:30:00,6040
2014-10-09 02:00:00,4981
2014-10-09 02:30:00,3613
2014-10-09 03:00:00,2923
2014-10-09 03:30:00,2632
2014-10-09 04:00:00,2912
2014-10-09 04:30:00,2577
2014-10-09 05:00:00,2921
2014-10-09 05:30:00,4679
2014-10-09 06:00:00,6693
2014-10-09 06:30:00,12140
2014-10-09 07:00:00,15534
2014-10-09 07:30:00,19974
2014-10-09 08:00:00,20533
2014-10-09 08:30:00,19988
2014-10-09 09:00:00,19239
2014-10-09 09:30:00,18788
2014-10-09 10:00:00,17934
2014-10-09 10:30:00,18048
2014-10-09 11:00:00,17415
2014-10-09 11:30:00,18292
2014-10-09 12:00:00,18506
2014-10-09 12:30:00,18180
2014-10-09 13:00:00,17401
2014-10-09 13:30:00,18973
2014-10-09 14:00:00,19361
2014-10-09 14:30:00,19722
2014-10-09 15:00:00,19572
2014-10-09 15:30:00,17500
2014-10-09 16:00:00,15213
2014-10-09 16:30:00,14457
2014-10-09 17:00:00,17736
2014-10-09 17:30:00,21319
2014-10-09 18:00:00,23270
2014-10-09 18:30:00,24892
2014-10-09 19:00:00,26555
2014-10-09 19:30:00,26743
2014-10-09 20:00:00,26376
2014-10-09 20:30:00,26311
2014-10-09 21:00:00,26179
2014-10-09 21:30:00,26774
2014-10-09 22:00:00,26449
2014-10-09 22:30:00,25459
2014-10-09 23:00:00,23927
2014-10-09 23:30:00,21851
2014-10-10 00:00:00,18756
2014-10-10 00:30:00,14990
2014-10-10 01:00:00,13865
2014-10-10 01:30:00,10263
2014-10-10 02:00:00,7873
2014-10-10 02:30:00,6480
2014-10-10 03:00:00,5094
2014-10-10 03:30:00,4217
2014-10-10 04:00:00,4289
2014-10-10 04:30:00,3640
2014-10-10 05:00:00,3376
2014-10-10 05:30:00,5145
2014-10-10 06:00:00,7144
2014-10-10 06:30:00,11739
2014-10-10 07:00:00,15197
2014-10-10 07:30:00,19716
2014-10-10 08:00:00,20851
2014-10-10 08:30:00,20463
2014-10-10 09:00:00,19658
2014-10-10 09:30:00,19287
2014-10-10 10:00:00,17986
2014-10-10 10:30:00,17776
2014-10-10 11:00:00,17735
2014-10-10 11:30:00,18716
2014-10-10 12:00:00,19032
2014-10-10 12:30:00,17702
2014-10-10 13:00:00,17023
2014-10-10 13:30:00,18352
2014-10-10 14:00:00,19791
2014-10-10 14:30:00,20131
2014-10-10 15:00:00,18645
2014-10-10 15:30:00,16572
2014-10-10 16:00:00,14736
2014-10-10 16:30:00,13731
2014-10-10 17:00:00,17166
2014-10-10 17:30:00,20392
2014-10-10 18:00:00,22838
2014-10-10 18:30:00,23791
2014-10-10 19:00:00,25914
2014-10-10 19:30:00,26355
2014-10-10 20:00:00,25656
2014-10-10 20:30:00,25449
2014-10-10 21:00:00,25448
2014-10-10 21:30:00,25823
2014-10-10 22:00:00,25813
2014-10-10 22:30:00,26407
2014-10-10 23:00:00,26898
2014-10-10 23:30:00,26587
2014-10-11 00:00:00,25257
2014-10-11 00:30:00,23717
2014-10-11 01:00:00,22541
2014-10-11 01:30:00,19773
2014-10-11 02:00:00,19652
2014-10-11 02:30:00,16294
2014-10-11 03:00:00,13968
2014-10-11 03:30:00,12000
2014-10-11 04:00:00,10432
2014-10-11 04:30:00,6402
2014-10-11 05:00:00,4443
2014-10-11 05:30:00,3481
2014-10-11 06:00:00,3971
2014-10-11 06:30:00,5191
2014-10-11 07:00:00,6434
2014-10-11 07:30:00,8435
2014-10-11 08:00:00,10255
2014-10-11 08:30:00,13847
2014-10-11 09:00:00,14970
2014-10-11 09:30:00,18403
2014-10-11 10:00:00,19338
2014-10-11 10:30:00,21107
2014-10-11 11:00:00,20821
2014-10-11 11:30:00,21854
2014-10-11 12:00:00,21813
2014-10-11 12:30:00,22250
2014-10-11 13:00:00,21450
2014-10-11 13:30:00,21271
2014-10-11 14:00:00,20595
2014-10-11 14:30:00,20863
2014-10-11 15:00:00,20262
2014-10-11 15:30:00,21024
2014-10-11 16:00:00,19141
2014-10-11 16:30:00,17903
2014-10-11 17:00:00,19903
2014-10-11 17:30:00,22820
2014-10-11 18:00:00,24243
2014-10-11 18:30:00,25880
2014-10-11 19:00:00,26756
2014-10-11 19:30:00,26593
2014-10-11 20:00:00,25248
2014-10-11 20:30:00,23934
2014-10-11 21:00:00,23401
2014-10-11 21:30:00,24145
2014-10-11 22:00:00,25308
2014-10-11 22:30:00,26284
2014-10-11 23:00:00,27136
2014-10-11 23:30:00,27099
2014-10-12 00:00:00,26610
2014-10-12 00:30:00,25400
2014-10-12 01:00:00,23992
2014-10-12 01:30:00,22359
2014-10-12 02:00:00,21054
2014-10-12 02:30:00,18812
2014-10-12 03:00:00,16584
2014-10-12 03:30:00,14204
2014-10-12 04:00:00,11990
2014-10-12 04:30:00,7092
2014-10-12 05:00:00,4311
2014-10-12 05:30:00,3844
2014-10-12 06:00:00,3796
2014-10-12 06:30:00,4755
2014-10-12 07:00:00,4491
2014-10-12 07:30:00,5559
2014-10-12 08:00:00,6959
2014-10-12 08:30:00,9127
2014-10-12 09:00:00,11015
2014-10-12 09:30:00,13961
2014-10-12 10:00:00,15445
2014-10-12 10:30:00,17923
2014-10-12 11:00:00,18438
2014-10-12 11:30:00,19592
2014-10-12 12:00:00,19733
2014-10-12 12:30:00,19766
2014-10-12 13:00:00,19809
2014-10-12 13:30:00,19242
2014-10-12 14:00:00,18990
2014-10-12 14:30:00,18676
2014-10-12 15:00:00,18037
2014-10-12 15:30:00,16660
2014-10-12 16:00:00,15948
2014-10-12 16:30:00,15261
2014-10-12 17:00:00,17141
2014-10-12 17:30:00,19085
2014-10-12 18:00:00,20188
2014-10-12 18:30:00,20512
2014-10-12 19:00:00,20723
2014-10-12 19:30:00,20415
2014-10-12 20:00:00,19483
2014-10-12 20:30:00,19008
2014-10-12 21:00:00,17958
2014-10-12 21:30:00,18341
2014-10-12 22:00:00,18181
2014-10-12 22:30:00,17069
2014-10-12 23:00:00,15057
2014-10-12 23:30:00,13867
2014-10-13 00:00:00,11544
2014-10-13 00:30:00,9016
2014-10-13 01:00:00,6739
2014-10-13 01:30:00,5420
2014-10-13 02:00:00,4584
2014-10-13 02:30:00,3787
2014-10-13 03:00:00,3018
2014-10-13 03:30:00,2667
2014-10-13 04:00:00,2981
2014-10-13 04:30:00,2756
2014-10-13 05:00:00,2712
2014-10-13 05:30:00,3798
2014-10-13 06:00:00,5117
2014-10-13 06:30:00,7727
2014-10-13 07:00:00,9655
2014-10-13 07:30:00,12109
2014-10-13 08:00:00,13484
2014-10-13 08:30:00,15506
2014-10-13 09:00:00,15325
2014-10-13 09:30:00,15924
2014-10-13 10:00:00,14830
2014-10-13 10:30:00,14907
2014-10-13 11:00:00,14796
2014-10-13 11:30:00,15699
2014-10-13 12:00:00,15705
2014-10-13 12:30:00,15880
2014-10-13 13:00:00,15693
2014-10-13 13:30:00,16643
2014-10-13 14:00:00,16929
2014-10-13 14:30:00,17698
2014-10-13 15:00:00,17429
2014-10-13 15:30:00,17248
2014-10-13 16:00:00,16219
2014-10-13 16:30:00,15918
2014-10-13 17:00:00,17780
2014-10-13 17:30:00,19414
2014-10-13 18:00:00,21594
2014-10-13 18:30:00,24915
2014-10-13 19:00:00,24556
2014-10-13 19:30:00,22341
2014-10-13 20:00:00,22343
2014-10-13 20:30:00,21619
2014-10-13 21:00:00,21315
2014-10-13 21:30:00,19821
2014-10-13 22:00:00,17669
2014-10-13 22:30:00,15504
2014-10-13 23:00:00,14525
2014-10-13 23:30:00,10738
2014-10-14 00:00:00,8908
2014-10-14 00:30:00,6593
2014-10-14 01:00:00,5560
2014-10-14 01:30:00,4014
2014-10-14 02:00:00,3046
2014-10-14 02:30:00,2349
2014-10-14 03:00:00,1876
2014-10-14 03:30:00,1691
2014-10-14 04:00:00,1941
2014-10-14 04:30:00,1850
2014-10-14 05:00:00,2318
2014-10-14 05:30:00,4337
2014-10-14 06:00:00,6669
2014-10-14 06:30:00,11585
2014-10-14 07:00:00,15170
2014-10-14 07:30:00,19136
2014-10-14 08:00:00,20085
2014-10-14 08:30:00,19758
2014-10-14 09:00:00,18842
2014-10-14 09:30:00,18530
2014-10-14 10:00:00,16617
2014-10-14 10:30:00,17458
2014-10-14 11:00:00,16359
2014-10-14 11:30:00,17483
2014-10-14 12:00:00,17600
2014-10-14 12:30:00,17552
2014-10-14 13:00:00,17058
2014-10-14 13:30:00,17658
2014-10-14 14:00:00,18319
2014-10-14 14:30:00,18818
2014-10-14 15:00:00,18735
2014-10-14 15:30:00,17254
2014-10-14 16:00:00,15022
2014-10-14 16:30:00,14365
2014-10-14 17:00:00,16300
2014-10-14 17:30:00,19687
2014-10-14 18:00:00,22620
2014-10-14 18:30:00,23309
2014-10-14 19:00:00,23636
2014-10-14 19:30:00,23752
2014-10-14 20:00:00,23095
2014-10-14 20:30:00,23108
2014-10-14 21:00:00,23221
2014-10-14 21:30:00,23581
2014-10-14 22:00:00,22249
2014-10-14 22:30:00,19533
2014-10-14 23:00:00,17226
2014-10-14 23:30:00,13935
2014-10-15 00:00:00,11429
2014-10-15 00:30:00,8486
2014-10-15 01:00:00,6484
2014-10-15 01:30:00,5093
2014-10-15 02:00:00,4018
2014-10-15 02:30:00,3218
2014-10-15 03:00:00,2536
2014-10-15 03:30:00,2219
2014-10-15 04:00:00,2171
2014-10-15 04:30:00,2268
2014-10-15 05:00:00,2437
2014-10-15 05:30:00,4569
2014-10-15 06:00:00,6862
2014-10-15 06:30:00,11924
2014-10-15 07:00:00,15860
2014-10-15 07:30:00,19821
2014-10-15 08:00:00,20508
2014-10-15 08:30:00,20540
2014-10-15 09:00:00,19590
2014-10-15 09:30:00,18480
2014-10-15 10:00:00,17330
2014-10-15 10:30:00,18508
2014-10-15 11:00:00,17354
2014-10-15 11:30:00,18552
2014-10-15 12:00:00,18241
2014-10-15 12:30:00,18475
2014-10-15 13:00:00,17939
2014-10-15 13:30:00,18398
2014-10-15 14:00:00,18875
2014-10-15 14:30:00,19559
2014-10-15 15:00:00,19133
2014-10-15 15:30:00,16816
2014-10-15 16:00:00,14757
2014-10-15 16:30:00,14470
2014-10-15 17:00:00,17800
2014-10-15 17:30:00,21127
2014-10-15 18:00:00,22269
2014-10-15 18:30:00,22819
2014-10-15 19:00:00,23582
2014-10-15 19:30:00,26273
2014-10-15 20:00:00,25338
2014-10-15 20:30:00,24021
2014-10-15 21:00:00,26163
2014-10-15 21:30:00,23839
2014-10-15 22:00:00,22608
2014-10-15 22:30:00,24886
2014-10-15 23:00:00,20128
2014-10-15 23:30:00,16180
2014-10-16 00:00:00,13302
2014-10-16 00:30:00,10509
2014-10-16 01:00:00,8241
2014-10-16 01:30:00,5536
2014-10-16 02:00:00,4664
2014-10-16 02:30:00,3460
2014-10-16 03:00:00,2799
2014-10-16 03:30:00,2730
2014-10-16 04:00:00,2801
2014-10-16 04:30:00,2511
2014-10-16 05:00:00,2670
2014-10-16 05:30:00,4767
2014-10-16 06:00:00,7096
2014-10-16 06:30:00,12556
2014-10-16 07:00:00,16431
2014-10-16 07:30:00,21581
2014-10-16 08:00:00,21355
2014-10-16 08:30:00,21573
2014-10-16 09:00:00,20390
2014-10-16 09:30:00,20452
2014-10-16 10:00:00,19678
2014-10-16 10:30:00,18801
2014-10-16 11:00:00,17223
2014-10-16 11:30:00,18249
2014-10-16 12:00:00,17691
2014-10-16 12:30:00,17052
2014-10-16 13:00:00,16783
2014-10-16 13:30:00,18392
2014-10-16 14:00:00,18593
2014-10-16 14:30:00,19364
2014-10-16 15:00:00,19176
2014-10-16 15:30:00,16795
2014-10-16 16:00:00,15293
2014-10-16 16:30:00,14922
2014-10-16 17:00:00,17899
2014-10-16 17:30:00,21758
2014-10-16 18:00:00,24169
2014-10-16 18:30:00,24615
2014-10-16 19:00:00,26370
2014-10-16 19:30:00,26990
2014-10-16 20:00:00,26168
2014-10-16 20:30:00,25449
2014-10-16 21:00:00,25994
2014-10-16 21:30:00,27115
2014-10-16 22:00:00,26191
2014-10-16 22:30:00,25146
2014-10-16 23:00:00,24371
2014-10-16 23:30:00,23771
2014-10-17 00:00:00,19268
2014-10-17 00:30:00,15623
2014-10-17 01:00:00,12595
2014-10-17 01:30:00,10224
2014-10-17 02:00:00,7941
2014-10-17 02:30:00,6678
2014-10-17 03:00:00,5182
2014-10-17 03:30:00,4502
2014-10-17 04:00:00,4316
2014-10-17 04:30:00,3512
2014-10-17 05:00:00,3174
2014-10-17 05:30:00,4771
2014-10-17 06:00:00,6557
2014-10-17 06:30:00,11929
2014-10-17 07:00:00,14950
2014-10-17 07:30:00,19835
2014-10-17 08:00:00,20149
2014-10-17 08:30:00,19998
2014-10-17 09:00:00,19310
2014-10-17 09:30:00,18601
2014-10-17 10:00:00,17567
2014-10-17 10:30:00,17890
2014-10-17 11:00:00,17470
2014-10-17 11:30:00,18557
2014-10-17 12:00:00,18944
2014-10-17 12:30:00,17922
2014-10-17 13:00:00,17627
2014-10-17 13:30:00,18361
2014-10-17 14:00:00,19557
2014-10-17 14:30:00,19811
2014-10-17 15:00:00,19277
2014-10-17 15:30:00,16741
2014-10-17 16:00:00,14948
2014-10-17 16:30:00,14244
2014-10-17 17:00:00,17563
2014-10-17 17:30:00,21246
2014-10-17 18:00:00,23115
2014-10-17 18:30:00,24785
2014-10-17 19:00:00,26396
2014-10-17 19:30:00,26837
2014-10-17 20:00:00,26621
2014-10-17 20:30:00,26144
2014-10-17 21:00:00,26019
2014-10-17 21:30:00,26816
2014-10-17 22:00:00,26701
2014-10-17 22:30:00,26519
2014-10-17 23:00:00,26740
2014-10-17 23:30:00,26173
2014-10-18 00:00:00,25059
2014-10-18 00:30:00,24437
2014-10-18 01:00:00,22718
2014-10-18 01:30:00,20700
2014-10-18 02:00:00,19623
2014-10-18 02:30:00,16675
2014-10-18 03:00:00,14447
2014-10-18 03:30:00,12377
2014-10-18 04:00:00,10609
2014-10-18 04:30:00,6436
2014-10-18 05:00:00,4562
2014-10-18 05:30:00,3783
2014-10-18 06:00:00,3923
2014-10-18 06:30:00,5060
2014-10-18 07:00:00,5992
2014-10-18 07:30:00,8639
2014-10-18 08:00:00,10309
2014-10-18 08:30:00,13563
2014-10-18 09:00:00,14136
2014-10-18 09:30:00,16945
2014-10-18 10:00:00,17004
2014-10-18 10:30:00,19045
2014-10-18 11:00:00,19859
2014-10-18 11:30:00,21198
2014-10-18 12:00:00,21550
2014-10-18 12:30:00,21583
2014-10-18 13:00:00,21455
2014-10-18 13:30:00,21869
2014-10-18 14:00:00,21426
2014-10-18 14:30:00,21650
2014-10-18 15:00:00,21611
2014-10-18 15:30:00,20904
2014-10-18 16:00:00,18820
2014-10-18 16:30:00,17255
2014-10-18 17:00:00,19029
2014-10-18 17:30:00,22812
2014-10-18 18:00:00,24455
2014-10-18 18:30:00,26373
2014-10-18 19:00:00,27460
2014-10-18 19:30:00,27222
2014-10-18 20:00:00,25204
2014-10-18 20:30:00,24329
2014-10-18 21:00:00,24526
2014-10-18 21:30:00,25203
2014-10-18 22:00:00,25975
2014-10-18 22:30:00,27073
2014-10-18 23:00:00,27881
2014-10-18 23:30:00,28626
2014-10-19 00:00:00,28093
2014-10-19 00:30:00,26200
2014-10-19 01:00:00,25610
2014-10-19 01:30:00,23483
2014-10-19 02:00:00,21850
2014-10-19 02:30:00,19297
2014-10-19 03:00:00,16574
2014-10-19 03:30:00,14355
2014-10-19 04:00:00,12112
2014-10-19 04:30:00,7284
2014-10-19 05:00:00,4845
2014-10-19 05:30:00,3667
2014-10-19 06:00:00,3718
2014-10-19 06:30:00,4573
2014-10-19 07:00:00,5167
2014-10-19 07:30:00,6844
2014-10-19 08:00:00,7279
2014-10-19 08:30:00,9761
2014-10-19 09:00:00,11712
2014-10-19 09:30:00,14210
2014-10-19 10:00:00,15394
2014-10-19 10:30:00,18387
2014-10-19 11:00:00,19168
2014-10-19 11:30:00,20891
2014-10-19 12:00:00,21806
2014-10-19 12:30:00,22188
2014-10-19 13:00:00,22153
2014-10-19 13:30:00,21713
2014-10-19 14:00:00,21838
2014-10-19 14:30:00,21082
2014-10-19 15:00:00,20448
2014-10-19 15:30:00,20113
2014-10-19 16:00:00,18645
2014-10-19 16:30:00,17210
2014-10-19 17:00:00,18326
2014-10-19 17:30:00,20498
2014-10-19 18:00:00,20924
2014-10-19 18:30:00,21579
2014-10-19 19:00:00,22026
2014-10-19 19:30:00,22197
2014-10-19 20:00:00,19709
2014-10-19 20:30:00,18780
2014-10-19 21:00:00,18060
2014-10-19 21:30:00,17973
2014-10-19 22:00:00,16572
2014-10-19 22:30:00,14957
2014-10-19 23:00:00,12461
2014-10-19 23:30:00,10448
2014-10-20 00:00:00,8295
2014-10-20 00:30:00,6837
2014-10-20 01:00:00,4747
2014-10-20 01:30:00,3283
2014-10-20 02:00:00,2904
2014-10-20 02:30:00,2345
2014-10-20 03:00:00,1917
2014-10-20 03:30:00,1783
2014-10-20 04:00:00,2174
2014-10-20 04:30:00,2157
2014-10-20 05:00:00,2989
2014-10-20 05:30:00,4841
2014-10-20 06:00:00,7228
2014-10-20 06:30:00,11726
2014-10-20 07:00:00,14557
2014-10-20 07:30:00,17848
2014-10-20 08:00:00,18436
2014-10-20 08:30:00,18059
2014-10-20 09:00:00,18028
2014-10-20 09:30:00,17353
2014-10-20 10:00:00,16350
2014-10-20 10:30:00,16376
2014-10-20 11:00:00,16099
2014-10-20 11:30:00,16817
2014-10-20 12:00:00,16898
2014-10-20 12:30:00,16809
2014-10-20 13:00:00,16199
2014-10-20 13:30:00,16758
2014-10-20 14:00:00,17679
2014-10-20 14:30:00,18148
2014-10-20 15:00:00,18644
2014-10-20 15:30:00,17183
2014-10-20 16:00:00,16196
2014-10-20 16:30:00,15534
2014-10-20 17:00:00,18451
2014-10-20 17:30:00,20950
2014-10-20 18:00:00,23192
2014-10-20 18:30:00,24655
2014-10-20 19:00:00,24094
2014-10-20 19:30:00,23285
2014-10-20 20:00:00,22083
2014-10-20 20:30:00,21485
2014-10-20 21:00:00,21579
2014-10-20 21:30:00,21118
2014-10-20 22:00:00,20204
2014-10-20 22:30:00,16909
2014-10-20 23:00:00,13785
2014-10-20 23:30:00,11695
2014-10-21 00:00:00,9214
2014-10-21 00:30:00,6931
2014-10-21 01:00:00,5413
2014-10-21 01:30:00,4130
2014-10-21 02:00:00,3276
2014-10-21 02:30:00,2475
2014-10-21 03:00:00,2080
2014-10-21 03:30:00,1917
2014-10-21 04:00:00,2123
2014-10-21 04:30:00,1984
2014-10-21 05:00:00,2458
2014-10-21 05:30:00,4338
2014-10-21 06:00:00,6470
2014-10-21 06:30:00,11775
2014-10-21 07:00:00,15088
2014-10-21 07:30:00,19429
2014-10-21 08:00:00,20482
2014-10-21 08:30:00,19886
2014-10-21 09:00:00,19170
2014-10-21 09:30:00,18277
2014-10-21 10:00:00,17064
2014-10-21 10:30:00,16386
2014-10-21 11:00:00,16633
2014-10-21 11:30:00,17681
2014-10-21 12:00:00,18233
2014-10-21 12:30:00,17996
2014-10-21 13:00:00,16695
2014-10-21 13:30:00,16912
2014-10-21 14:00:00,18124
2014-10-21 14:30:00,18411
2014-10-21 15:00:00,19013
2014-10-21 15:30:00,17590
2014-10-21 16:00:00,15673
2014-10-21 16:30:00,14923
2014-10-21 17:00:00,17981
2014-10-21 17:30:00,21208
2014-10-21 18:00:00,23458
2014-10-21 18:30:00,24028
2014-10-21 19:00:00,24934
2014-10-21 19:30:00,25135
2014-10-21 20:00:00,24613
2014-10-21 20:30:00,24617
2014-10-21 21:00:00,25841
2014-10-21 21:30:00,24141
2014-10-21 22:00:00,23069
2014-10-21 22:30:00,21243
2014-10-21 23:00:00,18077
2014-10-21 23:30:00,15745
2014-10-22 00:00:00,12115
2014-10-22 00:30:00,9035
2014-10-22 01:00:00,7015
2014-10-22 01:30:00,5113
2014-10-22 02:00:00,4220
2014-10-22 02:30:00,3331
2014-10-22 03:00:00,2870
2014-10-22 03:30:00,2516
2014-10-22 04:00:00,2656
2014-10-22 04:30:00,2336
